city,city_code,config,status,mae,mse,rmse,r2,smape,n_predictions,n_windows,pred_path,metrics_path,error
Fortaleza,2304400,config_1_tweedie_high_horizon,success,0.40758200869157124,0.24781925128342505,0.4978144747628629,-2.8209819274643486,93.40375794598982,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\2304400_Fortaleza.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\2304400_Fortaleza.json,
Fortaleza,2304400,config_2_mae_moderate_horizon,success,0.37415677502689,0.2016996557820733,0.44910984823545486,-2.1098905170916726,91.85049844612303,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\2304400_Fortaleza.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\2304400_Fortaleza.json,
Fortaleza,2304400,config_3_mae_simple_horizon,success,0.2621728524062426,0.09922370549651435,0.3149979452258607,-0.529873016380886,88.16014897376348,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\2304400_Fortaleza.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\2304400_Fortaleza.json,
Goiânia,5208707,config_1_tweedie_high_horizon,success,3.4192138343554315,45.6558894328571,6.75691419457559,-9.183274598450573,117.47398166640284,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\5208707_Goiânia.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\5208707_Goiânia.json,
Goiânia,5208707,config_2_mae_moderate_horizon,success,6.933458110428183,378.7896810674653,19.46251990538392,-83.48678550096373,110.8639968703829,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\5208707_Goiânia.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\5208707_Goiânia.json,
Goiânia,5208707,config_3_mae_simple_horizon,success,1.4575115413022801,4.6111530984356754,2.1473595643104755,-0.028490273657300724,103.14629534611221,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\5208707_Goiânia.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\5208707_Goiânia.json,
João Pessoa,2507507,config_1_tweedie_high_horizon,success,0.3510093807498428,0.17710319926177504,0.4208363093434014,-0.31790412440753957,113.50309211026784,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\2507507_João_Pessoa.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\2507507_João_Pessoa.json,
João Pessoa,2507507,config_2_mae_moderate_horizon,success,0.31813600362817185,0.15787779765446977,0.3973383918707954,-0.17483931147771714,99.60207472172902,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\2507507_João_Pessoa.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\2507507_João_Pessoa.json,
João Pessoa,2507507,config_3_mae_simple_horizon,success,0.355512953987725,0.1795283687467888,0.42370788138384774,-0.335950895329858,126.57372735394628,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\2507507_João_Pessoa.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\2507507_João_Pessoa.json,
Macapá,1600303,config_1_tweedie_high_horizon,success,0.03741009260137228,0.002054356214838156,0.04532500650676353,-0.33484170175209704,73.71967084525977,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\1600303_Macapá.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\1600303_Macapá.json,
Macapá,1600303,config_2_mae_moderate_horizon,success,0.03787216935533219,0.0020147857901134394,0.04488636530298972,-0.30913036079910916,78.67945251922983,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\1600303_Macapá.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\1600303_Macapá.json,
Macapá,1600303,config_3_mae_simple_horizon,success,0.05289882854176504,0.004258356541805952,0.06525608432786902,-1.7669163954505525,96.19835800726865,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\1600303_Macapá.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\1600303_Macapá.json,
Maceió,2704302,config_1_tweedie_high_horizon,success,0.23171934003806877,0.08059976697581489,0.28390098093492894,-0.22409181880295503,100.05214781692877,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\2704302_Maceió.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\2704302_Maceió.json,
Maceió,2704302,config_2_mae_moderate_horizon,success,0.2033085522264149,0.07790070694285352,0.27910698117899796,-0.18310041859459703,93.50779519916101,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\2704302_Maceió.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\2704302_Maceió.json,
Maceió,2704302,config_3_mae_simple_horizon,success,0.17685364506740114,0.05555484978670785,0.2357007632289464,0.1562725343965099,87.16078231847312,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\2704302_Maceió.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\2704302_Maceió.json,
Manaus,1302603,config_1_tweedie_high_horizon,success,0.10795624563757483,0.01730989180703974,0.1315670620141673,-0.9084646214770293,73.63855540726198,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\1302603_Manaus.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\1302603_Manaus.json,
Manaus,1302603,config_2_mae_moderate_horizon,success,0.09846515753093701,0.0165391008071843,0.1286044354102311,-0.8234827296099312,75.39226841795575,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\1302603_Manaus.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\1302603_Manaus.json,
Manaus,1302603,config_3_mae_simple_horizon,success,0.1253684731239187,0.026338495644973977,0.1622913911610039,-1.9038937782913798,85.52383054214035,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\1302603_Manaus.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\1302603_Manaus.json,
Natal,2408102,config_1_tweedie_high_horizon,success,0.35009296404298307,0.27515531586982117,0.5245524910529176,-0.36600134553187824,108.62124008269848,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\2408102_Natal.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\2408102_Natal.json,
Natal,2408102,config_2_mae_moderate_horizon,success,0.3097768882197464,0.25337385021401576,0.5033625435151247,-0.2578678308315361,100.5249205941803,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\2408102_Natal.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\2408102_Natal.json,
Natal,2408102,config_3_mae_simple_horizon,success,0.2446462947742522,0.12702803448934052,0.3564099247907394,0.3693726560063868,92.17202763776285,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\2408102_Natal.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\2408102_Natal.json,
Palmas,1721000,config_1_tweedie_high_horizon,success,0.522673182433743,0.6062875638523006,0.7786446967984182,-0.34595027841700166,112.03357654759081,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\1721000_Palmas.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\1721000_Palmas.json,
Palmas,1721000,config_2_mae_moderate_horizon,success,0.4856184058359641,0.5716843602292118,0.7560981154778867,-0.26913162943352575,110.11160801749166,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\1721000_Palmas.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\1721000_Palmas.json,
Palmas,1721000,config_3_mae_simple_horizon,success,0.5365679931900713,0.5087636292935545,0.7132766849502054,-0.12944844876106143,119.22249685480026,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\predictions\1721000_Palmas.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_3_mae_simple_horizon\metrics\1721000_Palmas.json,
Porto Alegre,4314902,config_1_tweedie_high_horizon,failed,,,,,,,,,,Training window extends before the start of the dataset
Porto Alegre,4314902,config_2_mae_moderate_horizon,failed,,,,,,,,,,Training window extends before the start of the dataset
Porto Alegre,4314902,config_3_mae_simple_horizon,failed,,,,,,,,,,Training window extends before the start of the dataset
Porto Velho,1100205,config_1_tweedie_high_horizon,success,0.6115443679985243,0.7178784195421576,0.847277061852944,-1.0419399330676797,107.383484780582,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\predictions\1100205_Porto_Velho.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_1_tweedie_high_horizon\metrics\1100205_Porto_Velho.json,
Porto Velho,1100205,config_2_mae_moderate_horizon,success,0.6582502657807324,0.8012980233756164,0.8951525140307748,-1.27921941609889,118.44388310779121,52.0,13.0,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\predictions\1100205_Porto_Velho.csv,C:\Users\pedro\OneDrive - Unesp\Documentos\GitHub\dengue4\artifacts\batch_capital_cities\20251013_144325\config_2_mae_moderate_horizon\metrics\1100205_Porto_Velho.json,
